Depth ice/snow [m]	Age [ka BP]	δD [‰ SMOW]
0	-0.050000	-438.00
1	-0.032132	-438.00
2	-0.014263	-438.00
3	0.004153	-438.00
4	0.022569	-438.00
5	0.041625	-438.00
6	0.060680	-438.00
7	0.080356	-438.00
8	0.100031	-442.90
9	0.121087	-437.90
10	0.142142	-435.80
11	0.163679	-443.70
12	0.185215	-449.10
13	0.209831	-444.60
14	0.234447	-442.50
15	0.257932	-439.30
16	0.281418	-440.90
17	0.305991	-442.50
18	0.330564	-436.60
19	0.353223	-430.00
20	0.375882	-435.90
21	0.400344	-436.90
22	0.424806	-438.50
23	0.451826	-444.50
24	0.478845	-446.40
25	0.508957	-447.70
26	0.539069	-443.40
27	0.568212	-441.60
28	0.597354	-438.10
29	0.625775	-439.10
30	0.654195	-445.40
31	0.686693	-447.30
32	0.719191	-443.10
33	0.750081	-438.60
34	0.780971	-439.00
35	0.812605	-442.70
36	0.844240	-442.70
37	0.876591	-439.00
38	0.908941	-439.50
39	0.941434	-439.70
40	0.973927	-442.90
41	1.007490	-438.30
42	1.041060	-436.40
43	1.074780	-443.00
44	1.108510	-441.90
45	1.143320	-439.60
46	1.178130	-441.90
47	1.215280	-446.90
48	1.252430	-447.90
49	1.289980	-440.40
50	1.327520	-436.00
51	1.362180	-438.30
52	1.396850	-438.80
53	1.432640	-438.20
54	1.468440	-440.80
55	1.506690	-444.00
56	1.544950	-443.80
57	1.585070	-446.00
58	1.625200	-447.10
59	1.666020	-443.30
60	1.706840	-444.40
61	1.747950	-445.30
62	1.789070	-445.50
63	1.830550	-443.80
64	1.872030	-441.20
65	1.910960	-437.10
66	1.949900	-439.70
67	1.989820	-440.70
68	2.029740	-440.30
69	2.070370	-441.20
70	2.111000	-441.70
71	2.153170	-443.70
72	2.195340	-442.40
73	2.236250	-437.30
74	2.277160	-431.00
75	2.317010	-443.90
76	2.356860	-446.70
77	2.401320	-442.40
78	2.445790	-441.80
79	2.487350	-436.20
80	2.528910	-439.60
81	2.573090	-446.20
82	2.617260	-439.00
83	2.659280	-438.10
84	2.701310	-445.20
85	2.749170	-449.90
86	2.797040	-441.70
87	2.839410	-434.50
88	2.881780	-440.30
89	2.927560	-446.10
90	2.973340	-446.50
91	3.020260	-442.40
92	3.067180	-439.50
93	3.111880	-441.20
94	3.156570	-438.50
95	3.200050	-437.10
96	3.243530	-440.60
97	3.289340	-441.70
98	3.335150	-439.80
99	3.380120	-438.80
100	3.425080	-436.70
101	3.468800	-437.00
102	3.512530	-443.50
103	3.560630	-443.40
104	3.608720	-436.20
105	3.651920	-434.10
106	3.695120	-434.50
107	3.739130	-437.80
108	3.783150	-441.80
109	3.830570	-440.80
110	3.877990	-438.00
111	3.923960	-439.40
112	3.969940	-442.00
113	4.018370	-442.40
114	4.066800	-442.50
115	4.115930	-443.50
116	4.165070	-444.60
117	4.215280	-444.00
118	4.265480	-441.20
119	4.311630	-434.70
120	4.357770	-431.20
121	4.400090	-431.20
122	4.442410	-431.20
123	4.484850	-431.20
124	4.527290	-431.20
125	4.570290	-432.70
126	4.613280	-436.80
127	4.660340	-440.00
128	4.707390	-443.30
129	4.757210	-441.50
130	4.807040	-436.50
131	4.853620	-438.00
132	4.900210	-444.90
133	4.950990	-442.00
134	5.001780	-440.20
135	5.051080	-442.00
136	5.100380	-437.20
137	5.147150	-436.90
138	5.193920	-440.30
139	5.242540	-439.30
140	5.291160	-436.30
141	5.337970	-437.40
142	5.384790	-437.50
143	5.431280	-435.00
144	5.477770	-435.00
145	5.524130	-436.80
146	5.570490	-437.90
147	5.618090	-437.50
148	5.665690	-437.80
149	5.713600	-438.37
150	5.761520	-438.93
151	5.810240	-439.50
152	5.858960	-439.30
153	5.907090	-437.10
154	5.955220	-435.30
155	6.002660	-438.80
156	6.050100	-442.40
157	6.100110	-439.25
158	6.150120	-436.10
159	6.198020	-439.00
160	6.245910	-440.20
161	6.294640	-437.60
162	6.343380	-436.40
163	6.392210	-441.30
164	6.441040	-447.50
165	6.495090	-444.40
166	6.549130	-439.60
167	6.599440	-441.40
168	6.649750	-441.50
169	6.698810	-435.30
170	6.747860	-435.20
171	6.796380	-439.50
172	6.844890	-442.30
173	6.897940	-444.90
174	6.950980	-444.00
175	7.003220	-440.50
176	7.055460	-440.50
177	7.107610	-443.20
178	7.159750	-444.00
179	7.212320	-440.50
180	7.264900	-436.50
181	7.313820	-436.80
182	7.362730	-437.10
183	7.412450	-438.10
184	7.462160	-441.20
185	7.514020	-439.70
186	7.565870	-436.00
187	7.614940	-436.20
188	7.664000	-433.10
189	7.712220	-436.00
190	7.760440	-435.70
191	7.809710	-436.00
192	7.858990	-440.00
193	7.910930	-439.00
194	7.962880	-440.90
195	8.016050	-441.00
196	8.069230	-439.50
197	8.121160	-438.50
198	8.173090	-439.00
199	8.223170	-433.30
200	8.273260	-422.60
201	8.317570	-431.35
202	8.361880	-440.10
203	8.414840	-439.50
204	8.467790	-438.00
205	8.518840	-435.90
206	8.569880	-436.10
207	8.620960	-437.60
208	8.672040	-438.30
209	8.724300	-438.40
210	8.776550	-438.60
211	8.828700	-437.50
212	8.880840	-432.00
213	8.929350	-433.20
214	8.977850	-438.80
215	9.030080	-437.00
216	9.082300	-437.00
217	9.134670	-439.00
218	9.187030	-436.50
219	9.238230	-436.00
220	9.289420	-437.10
221	9.341060	-436.50
222	9.392700	-434.10
223	9.441720	-431.70
224	9.490750	-433.00
225	9.540730	-435.50
226	9.590720	-438.00
227	9.643100	-437.20
228	9.695490	-433.90
229	9.745320	-433.80
230	9.795150	-430.20
231	9.842430	-429.60
232	9.889710	-435.40
233	9.941420	-437.40
234	9.993120	-437.60
235	10.045500	-436.90
236	10.097900	-434.50
237	10.148300	-434.50
238	10.198800	-436.10
239	10.249700	-433.80
240	10.300500	-434.90
241	10.351600	-435.50
242	10.402600	-430.00
243	10.449800	-428.70
244	10.497100	-432.80
245	10.548900	-439.50
246	10.600800	-437.40
247	10.652400	-434.10
248	10.704100	-436.00
249	10.756000	-436.00
250	10.808000	-436.00
251	10.860200	-436.60
252	10.912400	-436.90
253	10.964600	-435.20
254	11.016700	-432.50
255	11.066800	-433.50
256	11.116900	-434.50
257	11.167200	-431.60
258	11.217400	-431.30
259	11.266700	-431.90
260	11.316000	-430.30
261	11.364400	-429.80
262	11.412800	-425.80
263	11.458400	-425.30
264	11.504000	-431.20
265	11.553900	-433.00
266	11.603800	-431.70
267	11.654400	-434.50
268	11.705000	-437.40
269	11.758900	-437.80
270	11.812800	-439.50
271	11.868200	-439.60
272	11.923600	-439.70
273	11.979700	-441.00
274	12.035800	-443.20
275	12.094600	-444.20
276	12.153500	-447.10
277	12.214500	-445.30
278	12.275500	-443.10
279	12.335700	-447.00
280	12.395800	-448.50
281	12.458100	-446.50
282	12.520500	-447.30
283	12.585000	-453.20
284	12.649600	-455.00
285	12.717900	-453.60
286	12.786300	-451.50
287	12.852600	-452.40
288	12.918800	-455.30
289	12.988500	-455.30
290	13.058200	-453.27
291	13.125300	-451.23
292	13.192300	-449.20
293	13.257300	-450.20
294	13.322400	-450.80
295	13.389200	-451.80
296	13.456000	-452.90
297	13.524400	-452.30
298	13.592900	-452.10
299	13.660400	-450.50
300	13.728000	-448.80
301	13.793600	-448.80
302	13.859200	-451.80
303	13.929700	-455.50
304	14.000300	-453.90
305	14.070100	-451.20
306	14.139900	-449.40
307	14.205900	-447.20
308	14.272000	-442.90
309	14.333000	-442.00
310	14.394100	-443.20
311	14.455500	-442.10
312	14.516800	-443.65
313	14.579900	-445.20
314	14.642900	-446.75
315	14.708800	-448.30
316	14.774800	-449.85
317	14.843700	-451.40
318	14.912700	-452.95
319	14.984700	-454.50
320	15.056700	-451.70
321	15.127100	-452.80
322	15.197600	-456.00
323	15.270500	-453.80
324	15.343500	-453.50
325	15.415700	-454.80
326	15.487900	-457.10
327	15.563700	-458.10
328	15.639500	-456.70
329	15.715000	-458.00
330	15.790500	-462.00
331	15.871300	-462.50
332	15.952200	-460.10
333	16.030000	-459.00
334	16.107800	-458.60
335	16.185900	-461.10
336	16.264000	-464.50
337	16.346900	-463.80
338	16.429900	-462.90
339	16.511800	-463.70
340	16.593700	-462.00
341	16.674200	-462.40
342	16.754700	-467.50
343	16.840600	-466.30
344	16.926500	-464.90
345	17.010900	-466.90
346	17.095300	-468.50
347	17.184100	-470.90
348	17.272900	-471.80
349	17.364200	-471.80
350	17.455500	-471.00
351	17.545500	-471.20
352	17.635600	-472.40
353	17.727800	-473.60
354	17.820000	-475.60
355	17.918900	-480.70
356	18.017800	-481.80
357	18.119600	-479.00
358	18.221300	-476.40
359	18.316700	-476.00
360	18.412100	-475.50
361	18.508900	-479.40
362	18.605600	-480.50
363	18.703800	-477.00
364	18.802100	-477.60
365	18.898600	-478.00
366	18.995100	-477.90
367	19.090900	-477.30
368	19.186800	-477.50
369	19.283900	-480.15
370	19.381000	-482.80
371	19.481300	-480.00
372	19.581600	-478.40
373	19.676500	-477.50
374	19.771500	-478.90
375	19.869500	-482.10
376	19.967500	-481.70
377	20.068100	-483.50
378	20.168700	-481.90
379	20.264100	-476.60
380	20.359500	-476.90
381	20.453400	-479.80
382	20.547300	-480.70
383	20.643100	-479.35
384	20.739000	-478.00
385	20.830700	-476.40
386	20.922500	-477.40
387	21.016100	-480.10
388	21.109800	-481.90
389	21.209000	-483.50
390	21.308300	-482.40
391	21.407700	-482.90
392	21.507100	-479.20
393	21.600600	-477.00
394	21.694100	-478.30
395	21.787100	-476.40
396	21.880100	-478.20
397	21.976000	-480.00
398	22.072000	-479.80
399	22.169300	-479.50
400	22.266600	-479.60
401	22.364100	-479.10
402	22.461600	-478.60
403	22.558900	-479.00
404	22.656200	-480.10
405	22.756000	-480.00
406	22.855700	-479.00
407	22.954500	-478.90
408	23.053300	-478.90
409	23.153100	-479.45
410	23.252900	-480.00
411	23.353000	-477.80
412	23.453200	-475.60
413	23.550600	-477.40
414	23.648100	-480.90
415	23.753400	-481.50
416	23.858600	-480.20
417	23.963400	-480.40
418	24.068300	-482.00
419	24.178800	-484.50
420	24.289300	-484.50
421	24.401200	-482.30
422	24.513100	-481.40
423	24.623300	-481.85
424	24.733500	-482.30
425	24.846000	-482.75
426	24.958600	-483.20
427	25.069800	-479.50
428	25.180900	-479.20
429	25.291600	-482.70
430	25.402300	-484.50
431	25.519300	-485.10
432	25.636300	-485.80
433	25.752000	-483.00
434	25.867800	-478.30
435	25.975200	-480.95
436	26.082700	-483.60
437	26.196000	-483.60
438	26.309200	-483.60
439	26.420900	-482.50
440	26.532600	-481.40
441	26.639900	-480.00
442	26.747200	-479.10
443	26.854900	-484.00
444	26.962700	-488.30
445	27.075900	-482.70
446	27.189200	-477.10
447	27.288700	-477.00
448	27.388200	-477.00
449	27.485800	-475.50
450	27.583500	-474.00
451	27.679800	-477.45
452	27.776100	-480.90
453	27.878500	-480.00
454	27.980900	-479.10
455	28.080100	-478.20
456	28.179200	-479.50
457	28.280500	-481.80
458	28.381800	-481.00
459	28.481000	-478.40
460	28.580100	-474.50
461	28.671100	-474.10
462	28.762200	-475.80
463	28.854600	-476.00
464	28.947100	-477.10
465	29.040500	-477.20
466	29.133900	-475.30
467	29.224600	-475.80
468	29.315400	-477.70
469	29.409500	-479.30
470	29.503700	-480.70
471	29.600600	-481.00
472	29.697600	-481.00
473	29.792900	-478.90
474	29.888200	-477.80
475	29.981700	-479.90
476	30.075200	-484.40
477	30.177800	-486.70
478	30.280400	-486.70
479	30.383400	-485.50
480	30.486400	-484.30
481	30.584200	-481.40
482	30.681900	-479.60
483	30.776600	-482.30
484	30.871200	-484.60
485	30.969900	-483.80
486	31.068500	-482.30
487	31.163200	-481.20
488	31.257900	-480.10
489	31.349000	-478.85
490	31.440100	-477.60
491	31.530800	-481.70
492	31.621600	-485.70
493	31.718500	-483.58
494	31.815400	-481.47
495	31.906100	-479.35
496	31.996700	-477.23
497	32.081500	-475.12
498	32.166200	-473.00
499	32.246800	-473.00
500	32.327300	-474.62
501	32.410100	-476.24
502	32.492900	-477.86
503	32.578900	-479.48
504	32.664900	-481.10
505	32.754200	-482.90
506	32.843600	-483.00
507	32.933200	-482.80
508	33.022800	-484.30
509	33.113000	-483.40
510	33.203100	-482.60
511	33.289700	-480.50
512	33.376300	-475.60
513	33.455100	-474.90
514	33.533900	-478.50
515	33.617000	-479.80
516	33.700100	-479.30
517	33.782600	-478.63
518	33.865200	-477.95
519	33.945800	-477.27
520	34.026500	-476.60
521	34.106700	-478.60
522	34.186900	-480.50
523	34.270400	-480.80
524	34.353800	-481.10
525	34.436800	-479.90
526	34.519700	-478.70
527	34.600700	-479.40
528	34.681700	-481.00
529	34.765600	-482.00
530	34.849600	-480.40
531	34.930500	-477.20
532	35.011500	-475.60
533	35.088000	-473.40
534	35.164400	-473.20
535	35.240000	-473.50
536	35.315500	-475.30
537	35.394300	-476.40
538	35.473000	-472.40
539	35.549800	-475.20
540	35.626600	-477.70
541	35.706400	-474.70
542	35.786300	-472.50
543	35.862500	-473.00
544	35.938800	-477.60
545	36.021000	-477.60
546	36.103200	-476.50
547	36.185700	-478.30
548	36.268200	-478.40
549	36.352600	-478.40
550	36.436900	-476.80
551	36.519100	-475.20
552	36.601200	-477.40
553	36.686100	-478.00
554	36.771000	-476.60
555	36.854600	-475.50
556	36.938300	-475.80
557	37.023100	-476.90
558	37.107900	-475.80
559	37.190300	-471.90
560	37.272800	-474.00
561	37.355700	-473.30
562	37.438600	-470.20
563	37.519300	-472.30
564	37.600000	-469.20
565	37.678700	-468.80
566	37.757400	-469.60
567	37.836400	-467.90
568	37.915300	-466.90
569	37.990800	-463.50
570	38.066300	-461.60
571	38.139100	-463.00
572	38.212000	-465.80
573	38.290600	-468.60
574	38.369300	-468.10
575	38.449100	-467.60
576	38.529000	-465.00
577	38.605700	-464.10
578	38.682400	-464.90
579	38.760600	-466.00
580	38.838800	-466.60
581	38.918000	-465.10
582	38.997300	-466.40
583	39.078200	-467.00
584	39.159000	-467.30
585	39.243000	-470.00
586	39.327000	-471.10
587	39.416100	-472.90
588	39.505100	-474.90
589	39.599600	-476.00
590	39.694100	-478.90
591	39.792500	-476.50
592	39.891000	-472.70
593	39.984400	-474.50
594	40.077800	-472.60
595	40.167700	-468.80
596	40.257700	-470.60
597	40.349000	-472.40
598	40.440300	-473.25
599	40.534700	-474.10
600	40.629100	-474.10
601	40.724600	-474.50
602	40.820000	-475.90
603	40.916300	-473.50
604	41.012500	-468.50
605	41.102400	-471.00
606	41.192400	-474.00
607	41.287100	-472.30
608	41.381900	-471.40
609	41.474100	-470.50
610	41.566400	-471.30
611	41.660400	-472.70
612	41.754500	-473.50
613	41.851600	-474.50
614	41.948800	-475.30
615	42.048400	-475.80
616	42.148000	-475.80
617	42.246900	-474.40
618	42.345800	-473.10
619	42.441500	-472.85
620	42.537100	-472.60
621	42.631500	-472.35
622	42.725900	-472.10
623	42.817800	-470.00
624	42.909700	-468.30
625	42.997500	-468.30
626	43.085200	-469.70
627	43.174300	-470.20
628	43.263400	-470.20
629	43.352100	-469.50
630	43.440800	-469.50
631	43.528000	-468.20
632	43.615300	-465.60
633	43.701200	-470.20
634	43.787200	-474.50
635	43.881500	-474.20
636	43.975800	-476.00
637	44.071600	-475.20
638	44.167500	-470.60
639	44.257200	-471.80
640	44.346800	-474.20
641	44.439000	-473.00
642	44.531100	-472.10
643	44.620800	-472.80
644	44.710500	-471.50
645	44.795200	-467.20
646	44.880000	-467.20
647	44.963500	-471.00
648	45.047000	-472.30
649	45.130900	-468.10
650	45.214800	-463.90
651	45.290300	-463.40
652	45.365900	-462.90
653	45.440000	-463.30
654	45.514200	-465.70
655	45.588100	-461.60
656	45.662100	-460.00
657	45.733300	-463.30
658	45.804600	-461.70
659	45.875000	-460.90
660	45.945500	-464.50
661	46.020000	-467.00
662	46.094500	-462.80
663	46.164600	-460.80
664	46.234600	-464.70
665	46.308400	-467.10
666	46.382200	-465.30
667	46.455200	-465.90
668	46.528100	-465.50
669	46.601300	-467.10
670	46.674500	-469.80
671	46.750300	-468.70
672	46.826000	-468.30
673	46.900400	-468.60
674	46.974700	-467.80
675	47.047100	-466.20
676	47.119400	-466.00
677	47.191900	-469.30
678	47.264300	-471.80
679	47.337400	-465.60
680	47.410400	-465.90
681	47.483800	-473.20
682	47.557200	-472.70
683	47.633100	-472.00
684	47.709100	-474.80
685	47.786900	-474.40
686	47.864800	-473.50
687	47.941900	-475.10
688	48.018900	-476.80
689	48.097100	-474.80
690	48.175200	-475.00
691	48.253900	-478.30
692	48.332500	-476.00
693	48.406700	-470.10
694	48.481000	-472.50
695	48.557100	-477.90
696	48.633300	-475.50
697	48.708300	-473.30
698	48.783200	-473.60
699	48.856900	-473.40
700	48.930600	-477.70
701	49.011100	-482.30
702	49.091600	-480.80
703	49.171900	-479.20
704	49.252100	-481.00
705	49.331300	-477.60
706	49.410500	-472.60
707	49.483400	-474.90
708	49.556400	-475.40
709	49.631000	-475.50
710	49.705700	-477.70
711	49.782700	-477.70
712	49.859700	-478.20
713	49.937400	-478.50
714	50.015100	-476.30
715	50.089300	-474.10
716	50.163500	-474.80
717	50.237500	-474.90
718	50.311400	-472.30
719	50.383400	-473.70
720	50.455400	-475.00
721	50.528800	-473.50
722	50.602100	-471.20
723	50.671300	-469.00
724	50.740400	-470.50
725	50.811600	-473.90
726	50.882800	-472.80
727	50.955300	-474.20
728	51.027900	-475.50
729	51.100500	-471.70
730	51.173100	-471.20
731	51.244600	-474.00
732	51.316200	-474.70
733	51.388700	-472.30
734	51.461200	-473.50
735	51.533100	-472.50
736	51.605100	-469.70
737	51.673800	-469.90
738	51.742600	-468.40
739	51.810100	-468.60
740	51.877600	-471.20
741	51.948000	-471.80
742	52.018400	-472.50
743	52.089600	-472.00
744	52.160800	-471.10
745	52.229500	-468.20
746	52.298100	-468.30
747	52.365700	-469.00
748	52.433400	-466.70
749	52.499200	-466.70
750	52.565100	-469.00
751	52.633300	-469.50
752	52.701600	-470.10
753	52.769900	-468.30
754	52.838200	-465.40
755	52.903700	-467.10
756	52.969100	-467.20
757	53.034400	-464.70
758	53.099600	-463.80
759	53.164000	-466.30
760	53.228500	-467.80
761	53.294500	-465.80
762	53.360600	-466.80
763	53.426700	-466.80
764	53.492700	-467.50
765	53.559200	-467.00
766	53.625700	-464.70
767	53.691300	-467.90
768	53.756800	-470.00
769	53.825500	-468.90
770	53.894100	-468.00
771	53.958900	-463.00
772	54.023800	-456.10
773	54.081900	-459.50
774	54.140000	-465.80
775	54.205700	-467.10
776	54.271400	-470.80
777	54.342500	-473.10
778	54.413500	-472.10
779	54.481700	-466.30
780	54.549900	-467.00
781	54.617300	-469.60
782	54.684600	-466.80
783	54.750500	-466.80
784	54.816400	-468.30
785	54.883800	-468.50
786	54.951200	-466.70
787	55.015500	-463.60
788	55.079800	-467.00
789	55.147400	-470.20
790	55.215000	-470.80
791	55.286200	-473.70
792	55.357400	-470.30
793	55.426500	-470.00
794	55.495700	-475.00
795	55.570700	-476.50
796	55.645600	-475.80
797	55.718400	-471.50
798	55.791300	-467.20
799	55.857500	-466.60
800	55.923700	-469.60
801	55.994500	-473.20
802	56.065200	-473.20
803	56.137600	-472.60
804	56.210100	-469.50
805	56.279800	-470.60
806	56.349500	-472.20
807	56.420400	-470.10
808	56.491300	-472.85
809	56.565600	-475.60
810	56.639900	-475.00
811	56.713300	-471.60
812	56.786800	-472.40
813	56.860300	-474.00
814	56.933900	-470.20
815	57.005000	-471.30
816	57.076200	-470.90
817	57.147900	-471.30
818	57.219700	-473.40
819	57.292700	-471.00
820	57.365700	-470.10
821	57.435000	-466.60
822	57.504300	-465.10
823	57.571500	-467.00
824	57.638700	-465.60
825	57.705000	-464.30
826	57.771400	-465.60
827	57.838800	-466.30
828	57.906200	-467.90
829	57.973900	-464.40
830	58.041700	-461.80
831	58.106300	-463.50
832	58.170900	-462.70
833	58.235000	-461.20
834	58.299100	-462.50
835	58.364300	-463.60
836	58.429500	-461.50
837	58.494300	-463.50
838	58.559100	-463.50
839	58.622900	-459.00
840	58.686600	-459.40
841	58.750000	-462.20
842	58.813500	-459.70
843	58.874000	-455.10
844	58.934600	-454.90
845	58.994300	-457.90
846	59.054100	-460.10
847	59.117600	-461.20
848	59.181100	-456.90
849	59.241500	-457.10
850	59.301800	-461.90
851	59.366500	-461.90
852	59.431200	-462.00
853	59.498500	-467.50
854	59.565800	-465.90
855	59.631800	-460.70
856	59.697800	-462.70
857	59.762300	-460.70
858	59.826800	-460.50
859	59.891000	-462.20
860	59.955300	-462.60
861	60.018700	-458.40
862	60.082100	-458.10
863	60.145400	-462.40
864	60.208600	-464.10
865	60.276800	-466.80
866	60.344900	-468.00
867	60.416200	-469.20
868	60.487500	-468.40
869	60.558300	-467.90
870	60.629200	-469.10
871	60.702200	-471.30
872	60.775200	-470.70
873	60.847300	-468.00
874	60.919500	-467.90
875	60.990700	-469.00
876	61.061900	-468.00
877	61.131700	-466.00
878	61.201400	-466.00
879	61.270200	-466.00
880	61.339000	-467.70
881	61.411500	-471.80
882	61.484100	-472.00
883	61.557800	-469.70
884	61.631500	-469.50
885	61.704000	-470.00
886	61.776600	-471.50
887	61.850500	-470.60
888	61.924500	-470.50
889	61.998600	-472.00
890	62.072800	-472.30
891	62.148200	-472.50
892	62.223600	-476.70
893	62.304400	-477.70
894	62.385300	-474.70
895	62.462600	-473.70
896	62.540000	-472.00
897	62.616100	-474.10
898	62.692200	-474.00
899	62.769800	-474.80
900	62.847400	-476.40
901	62.925800	-474.00
902	63.004300	-471.80
903	63.079400	-472.40
904	63.154500	-474.80
905	63.232900	-475.40
906	63.311400	-475.10
907	63.391300	-477.50
908	63.471200	-479.20
909	63.554500	-478.70
910	63.637700	-481.40
911	63.723900	-481.00
912	63.810100	-478.90
913	63.893100	-478.10
914	63.976100	-477.90
915	64.058400	-477.90
916	64.140700	-477.90
917	64.223100	-477.90
918	64.305500	-475.50
919	64.382800	-471.40
920	64.460200	-470.40
921	64.536100	-473.90
922	64.612000	-472.80
923	64.688000	-471.30
924	64.763900	-473.80
925	64.841900	-473.80
926	64.919900	-473.60
927	64.998300	-474.50
928	65.076700	-476.50
929	65.159700	-479.10
930	65.242600	-478.20
931	65.325700	-477.30
932	65.408700	-480.40
933	65.493400	-477.50
934	65.578100	-477.90
935	65.663500	-480.80
936	65.748900	-480.50
937	65.836800	-482.00
938	65.924800	-480.90
939	66.012300	-480.70
940	66.099900	-479.60
941	66.184200	-476.50
942	66.268500	-478.00
943	66.353700	-479.30
944	66.438900	-482.00
945	66.531300	-486.20
946	66.623600	-479.60
947	66.709100	-477.50
948	66.794500	-482.40
949	66.885400	-483.00
950	66.976300	-481.50
951	67.062900	-477.10
952	67.149500	-474.40
953	67.231000	-475.60
954	67.312600	-479.60
955	67.399900	-479.80
956	67.487300	-478.50
957	67.574000	-479.70
958	67.660700	-478.00
959	67.745400	-476.70
960	67.830100	-478.20
961	67.916600	-479.20
962	68.003100	-478.60
963	68.090800	-480.30
964	68.178400	-479.80
965	68.267300	-480.70
966	68.356200	-482.50
967	68.447900	-481.90
968	68.539500	-481.00
969	68.628500	-479.00
970	68.717400	-480.50
971	68.808900	-483.40
972	68.900500	-479.70
973	68.988200	-478.50
974	69.075900	-481.90
975	69.166700	-481.50
976	69.257500	-483.10
977	69.347500	-479.50
978	69.437400	-472.10
979	69.514000	-468.80
980	69.590700	-470.70
981	69.665800	-467.70
982	69.740800	-468.50
983	69.818000	-474.20
984	69.895200	-475.60
985	69.979400	-479.40
986	70.063600	-478.10
987	70.147100	-476.00
988	70.230600	-473.50
989	70.310400	-474.70
990	70.390200	-478.10
991	70.476200	-481.30
992	70.562300	-480.60
993	70.646500	-476.60
994	70.730700	-476.80
995	70.812800	-477.90
996	70.895000	-473.50
997	70.969400	-468.40
998	71.043800	-468.40
999	71.115200	-468.40
1000	71.186500	-468.40
1001	71.257400	-468.40
1002	71.328400	-468.70
1003	71.399300	-469.00
1004	71.470300	-470.10
1005	71.542400	-470.50
1006	71.614500	-467.20
1007	71.682400	-465.50
1008	71.750300	-462.20
1009	71.815900	-466.40
1010	71.881500	-465.80
1011	71.947200	-463.50
1012	72.012800	-466.80
1013	72.082500	-471.50
1014	72.152100	-468.00
1015	72.219900	-467.00
1016	72.287600	-468.90
1017	72.356700	-469.60
1018	72.425700	-469.70
1019	72.496300	-472.50
1020	72.566800	-474.00
1021	72.641000	-476.20
1022	72.715200	-473.20
1023	72.787800	-474.70
1024	72.860300	-470.70
1025	72.927200	-466.60
1026	72.994100	-469.50
1027	73.062100	-470.90
1028	73.130200	-472.80
1029	73.200900	-473.60
1030	73.271600	-477.60
1031	73.349000	-481.90
1032	73.426300	-476.80
1033	73.497500	-471.60
1034	73.568700	-474.70
1035	73.641900	-477.80
1036	73.715100	-476.20
1037	73.787000	-473.80
1038	73.858900	-474.50
1039	73.932300	-478.20
1040	74.005700	-473.00
1041	74.074600	-470.60
1042	74.143600	-468.90
1043	74.207500	-463.60
1044	74.271400	-471.40
1045	74.343100	-476.80
1046	74.414800	-470.50
1047	74.483200	-470.40
1048	74.551600	-469.40
1049	74.619100	-469.00
1050	74.686600	-467.80
1051	74.753900	-469.70
1052	74.821200	-467.90
1053	74.887100	-466.10
1054	74.953000	-467.30
1055	75.019600	-467.90
1056	75.086200	-466.20
1057	75.150500	-463.40
1058	75.214700	-462.60
1059	75.276900	-461.80
1060	75.339000	-461.60
1061	75.403500	-468.00
1062	75.468100	-465.50
1063	75.533000	-464.50
1064	75.598000	-466.90
1065	75.662600	-461.70
1066	75.727100	-459.80
1067	75.789800	-464.30
1068	75.852500	-466.00
1069	75.919300	-466.50
1070	75.986000	-466.90
1071	76.052800	-465.10
1072	76.119600	-463.60
1073	76.185600	-466.10
1074	76.251600	-468.60
1075	76.321400	-468.40
1076	76.391200	-468.10
1077	76.462500	-471.00
1078	76.533700	-473.60
1079	76.611000	-475.90
1080	76.688200	-478.50
1081	76.768400	-475.20
1082	76.848600	-470.50
1083	76.922100	-470.20
1084	76.995700	-470.50
1085	77.071900	-474.40
1086	77.148100	-474.80
1087	77.227700	-475.40
1088	77.307300	-479.40
1089	77.387800	-472.00
1090	77.468300	-458.50
1091	77.536700	-469.90
1092	77.605200	-476.40
1093	77.684800	-472.40
1094	77.764400	-473.60
1095	77.842400	-472.00
1096	77.920400	-470.30
1097	77.996100	-470.90
1098	78.071800	-473.10
1099	78.149100	-471.10
1100	78.226500	-464.40
1101	78.295800	-464.40
1102	78.365000	-465.60
1103	78.434800	-464.20
1104	78.504600	-461.60
1105	78.574300	-468.20
1106	78.644000	-468.60
1107	78.716800	-467.00
1108	78.789500	-465.20
1109	78.860800	-467.30
1110	78.932000	-468.10
1111	79.003800	-465.30
1112	79.075600	-457.50
1113	79.142300	-464.80
1114	79.208900	-473.90
1115	79.288400	-472.30
1116	79.368000	-474.00
1117	79.445500	-468.10
1118	79.523100	-462.30
1119	79.591300	-461.10
1120	79.659500	-462.00
1121	79.729100	-464.10
1122	79.798800	-464.10
1123	79.868800	-462.60
1124	79.938800	-463.60
1125	80.009700	-465.20
1126	80.080700	-466.80
1127	80.150300	-459.80
1128	80.219900	-455.30
1129	80.283400	-458.80
1130	80.347000	-462.30
1131	80.413700	-458.90
1132	80.480400	-455.50
1133	80.543700	-458.30
1134	80.607000	-458.30
1135	80.671600	-458.40
1136	80.736300	-458.00
1137	80.800500	-457.90
1138	80.864800	-458.50
1139	80.928500	-456.40
1140	80.992200	-456.90
1141	81.053900	-453.60
1142	81.115700	-450.70
1143	81.176300	-457.40
1144	81.236900	-464.60
1145	81.306400	-463.00
1146	81.375900	-461.30
1147	81.443400	-462.60
1148	81.511000	-463.90
1149	81.579000	-461.00
1150	81.646900	-458.00
