
Depth ice/snow [m]	δD H2O [‰ SMOW]	δ18O H2O [‰ SMOW]
2112.55	-417.5	-53.20
2113.10	-413.4	-52.87
2113.65	-417.0	-53.16
2114.20	-420.7	-53.71
2114.75	-417.3	-53.44
2115.30	-413.3	-52.84
2115.85	-414.1	-52.69
2116.40	-413.6	-52.81
2116.95	-413.9	-52.94
2117.50	-413.9	-52.96
2118.05	-409.5	-52.40
2118.60	-416.9	-53.23
2119.15	-411.5	-52.63
2119.70	-411.6	-52.59
2120.25	-414.0	-52.97
2120.80	-414.7	-53.04
2121.35	-413.3	-52.60
2121.90	-413.0	-52.78
2122.45	-411.6	-52.38
2123.00	-409.1	-52.23
2123.55	-406.9	-51.80
2124.10	-411.9	-52.50
2124.65	-412.9	-52.86
2125.20	-410.0	-52.30
2125.75	-416.2	-53.07
2126.30	-411.4	-52.44
2126.85	-410.9	-52.32
2127.40	-411.2	-52.32
2127.95	-412.0	-52.75
2128.50	-413.2	-52.68
2129.05	-410.1	-52.23
2129.60	-411.4	-52.48
2130.15	-408.3	-51.96
2130.70	-407.8	-52.04
2131.25	-407.2	-52.06
2131.80	-410.7	-52.44
2132.35	-407.6	-51.90
2132.90	-407.9	-51.97
2133.45	-406.5	-52.07
2134.00	-409.1	-52.23
2134.55	-409.0	-52.12
2135.10	-409.8	-52.29
2135.65	-405.0	-51.77
2136.20	-403.4	-51.53
2136.75	-406.7	-51.96
2137.30	-407.5	-52.19
2137.85	-403.0	-51.37
2138.40	-403.2	-51.36
2138.95	-407.1	-51.98
2139.50	-403.9	-51.58
2140.05	-408.3	-52.07
2140.60	-406.2	-51.99
2141.15	-401.4	-51.50
2141.70	-407.4	-52.00
2142.25	-401.7	-51.44
2142.80	-406.4	-52.00
2143.35	-401.0	-51.17
2143.90	-403.5	-51.56
2144.45	-401.8	-51.52
2145.00	-403.9	-51.50
2145.55	-394.2	-50.32
2146.10	-401.1	-51.42
2146.65	-402.0	-51.20
2147.20	-400.3	-51.30
2147.75	-400.4	-51.05
2148.30	-406.3	-51.78
2148.85	-403.4	-51.75
2149.40	-407.2	-52.12
2149.95	-404.6	-51.85
2150.50	-399.2	-51.11
2151.05	-399.1	-51.21
2151.60	-403.0	-51.69
2152.15	-406.4	-51.80
2152.70	-398.8	-51.09
2153.25	-400.7	-51.19
2153.80	-404.7	-51.87
2154.35	-404.6	-51.60
2154.90	-407.2	-52.00
2155.45	-404.3	-51.60
2156.00	-406.3	-52.02
2156.55	-404.4	-51.60
2157.10	-402.6	-51.53
2157.65	-404.2	-51.63
2158.20	-401.1	-51.28
2158.75	-408.6	-52.18
2159.30	-404.9	-51.74
2159.85	-407.8	-52.10
2160.40	-407.6	-52.20
2160.95	-406.0	-51.82
2161.50	-402.8	-51.60
2162.05	-403.9	-51.51
2162.60	-403.9	-51.71
2163.15	-405.7	-51.85
2163.70	-403.2	-51.51
2164.25	-401.3	-51.26
2164.80	-406.1	-52.01
2165.35	-403.5	-51.62
2165.90	-403.3	-51.61
2166.45	-408.6	-52.17
2167.00	-407.9	-52.17
2167.55	-409.8	-52.39
2168.10	-403.5	-51.64
2168.65	-400.0	-51.41
2169.20	-402.1	-51.62
2169.75	-407.9	-52.02
2170.30	-406.5	-52.05
2170.85	-402.6	-51.58
2171.40	-407.0	-52.06
2171.95	-403.9	-51.82
2172.50	-402.2	-51.53
2173.05	-403.2	-51.59
2173.60	-402.8	-51.61
2174.15	-402.2	-51.35
2174.70	-399.5	-51.04
2175.25	-404.6	-51.59
2175.80	-397.0	-50.65
2176.35	-399.4	-50.99
2176.90	-398.0	-50.77
2177.45	-401.6	-51.07
2178.00	-400.8	-51.01
2178.55	-401.0	-51.04
2179.10	-399.6	-50.78
2179.65	-404.3	-51.50
2180.20	-402.8	-51.29
2180.75	-405.8	-51.79
2181.30	-404.0	-51.48
2181.85	-405.0	-51.70
2182.40	-405.6	-51.70
2182.95	-408.0	-52.02
2183.50	-409.7	-52.36
2184.05	-407.4	-52.12
2184.60	-407.8	-51.97
2185.15	-407.1	-52.09
2185.70	-408.1	-52.36
2186.25	-412.7	-52.57
2186.80	-412.7	-52.56
2187.35	-414.6	-53.16
2187.90	-415.0	-53.02
2188.45	-414.3	-53.14
2189.00	-417.0	-53.38
2189.55	-414.2	-53.09
2190.10	-411.2	-52.61
2190.65	-419.4	-53.63
2191.20	-418.8	-53.50
2191.75	-418.1	-53.38
2192.30	-415.5	-53.15
2192.85	-422.5	-54.05
2193.40	-425.4	-54.43
2193.95	-420.1	-53.62
2194.50	-421.6	-53.80
2195.05	-422.8	-53.85
2195.60	-421.0	-53.78
2196.15	-421.4	-53.93
2196.70	-418.8	-53.65
2197.25	-419.8	-53.59
2197.80	-425.3	-54.40
2198.35	-423.0	-54.11
2198.90	-420.4	-53.85
2199.45	-421.7	-53.89
2200.00	-426.6	-54.55
2200.55	-425.8	-54.46
2201.10	-426.4	-54.40
2201.65	-424.0	-54.25
2202.20	-427.9	-54.68
2202.75	-427.9	-54.70
2203.30	-431.2	-55.04
2203.85	-428.9	-54.73
2204.40	-431.3	-55.20
2204.95	-430.2	-55.14
2205.50	-431.5	-55.27
2206.05	-434.6	-55.59
2206.60	-431.9	-55.22
2207.15	-442.4	-56.46
2207.70	-438.7	-56.14
2208.25	-434.0	-55.60
2208.80	-431.7	-55.17
2209.35	-435.0	-55.38
2209.90	-438.1	-55.92
2210.45	-438.8	-56.11
2211.00	-438.5	-55.84
2211.55	-437.9	-55.98
2212.10	-441.8	-56.37
2212.65	-438.3	-56.16
2213.20	-441.6	-56.58
2213.75	-437.3	-55.90
2214.30	-441.5	-56.44
2214.85	-440.7	-56.43
2215.40	-441.2	-56.52
2215.95	-437.7	-56.10
2216.50	-440.6	-56.54
2217.05	-437.6	-56.09
2217.60	-437.0	-56.09
2218.15	-437.2	-55.99
2218.70	-433.8	-55.60
2219.25	-435.6	-55.91
2219.80	-436.8	-55.84
2220.35	-428.1	-54.78
2220.90	-428.8	-55.05
2221.45	-427.1	-54.93
2222.00	-425.0	-54.56
2222.55	-420.0	-53.86
2223.10	-416.1	-53.47
2223.65	-425.7	-54.54
2224.20	-423.4	-54.37
2224.75	-428.1	-54.87
2225.30	-426.4	-54.64
2225.85	-423.6	-54.07
2226.40	-427.9	-54.88
2226.95	-427.6	-54.60
2227.50	-433.3	-55.50
2228.05	-434.6	-55.51
2228.60	-435.9	-55.72
2229.15	-432.6	-55.26
2229.70	-436.4	-55.91
2230.25	-439.4	-56.13
2230.80	-438.7	-56.14
2231.35	-439.7	-56.32
2231.90	-438.7	-56.20
2232.45	-438.6	-56.10
2233.00	-435.0	-55.79
2233.55	-433.4	-55.50
2234.10	-425.2	-54.62
2234.65	-427.7	-54.86
2235.20	-419.4	-53.79
2235.75	-431.8	-55.34
2236.30	-429.4	-54.98
2236.85	-429.6	-55.14
2237.40	-436.7	-56.03
2237.95	-437.0	-55.98
2238.50	-436.3	-55.91
2239.05	-434.7	-55.59
2239.60	-435.7	-55.74
2240.15	-433.6	-55.46
2240.70	-432.3	-55.24
2241.25	-431.2	-55.19
2241.80	-430.5	-55.11
2242.35	-427.3	-54.76
2242.90	-427.2	-54.57
2243.45	-424.3	-54.25
2244.00	-428.5	-54.92
2244.55	-427.7	-54.88
2245.10	-428.2	-54.77
2245.65	-428.4	-54.83
2246.20	-426.6	-54.59
2246.75	-428.2	-54.83
2247.30	-426.0	-54.64
2247.85	-427.1	-54.56
2248.40	-420.9	-53.73
2248.95	-423.0	-54.09
2249.50	-422.1	-54.19
2250.05	-420.5	-53.88
2250.60	-421.4	-54.06
2251.15	-422.3	-54.26
2251.70	-422.0	-54.02
2252.25	-422.4	-54.13
2252.80	-420.3	-53.79
2253.35	-420.9	-54.03
2253.90	-413.7	-53.18
2254.45	-416.7	-53.60
2255.00	-414.0	-53.21
2255.55	-414.1	-53.21
2256.10	-414.7	-53.32
2256.65	-413.2	-53.19
2257.20	-417.5	-53.51
2257.75	-415.5	-53.35
2258.30	-413.8	-52.99
2258.85	-410.4	-52.56
2259.40	-406.5	-52.28
2259.95	-412.9	-52.89
2260.50	-409.8	-52.68
2261.05	-411.3	-52.88
2261.60	-406.9	-52.31
2262.15	-411.3	-52.83
2262.70	-408.8	-52.51
2263.25	-411.2	-52.80
2263.80	-412.8	-53.03
2264.35	-408.7	-52.38
2264.90	-409.0	-52.39
2265.45	-407.2	-52.11
2266.00	-411.8	-52.67
2266.55	-410.9	-52.57
2267.10	-410.0	-52.60
2267.65	-406.4	-52.06
2268.20	-406.5	-52.17
2268.75	-409.2	-52.58
2269.30	-412.0	-52.79
2269.85	-407.0	-52.27
2270.40	-408.5	-52.47
2270.95	-405.6	-51.88
2271.50	-409.5	-52.36
2272.05	-403.9	-51.69
2272.60	-405.1	-52.10
2273.15	-404.3	-51.82
2273.70	-408.9	-52.41
2274.25	-408.7	-52.58
2274.80	-402.8	-51.63
2275.35	-408.7	-52.38
2275.90	-410.1	-52.59
2276.45	-407.9	-52.33
2277.00	-405.5	-52.00
2277.55	-397.6	-51.04
2278.10	-400.9	-51.48
2278.65	-403.7	-51.78
2279.20	-400.0	-51.34
2279.75	-400.0	-51.31
2280.30	-398.3	-51.05
2280.85	-400.3	-51.33
2281.40	-401.2	-51.31
2281.95	-398.7	-51.21
2282.50	-395.3	-50.64
2283.05	-396.8	-50.93
2283.60	-397.0	-50.89
2284.15	-393.6	-50.41
2284.70	-391.7	-50.29
2285.25	-391.1	-50.19
2285.80	-391.0	-49.99
2286.35	-387.0	-49.45
2286.90	-392.6	-50.36
2287.45	-386.0	-49.58
2288.00	-389.9	-50.11
2288.55	-382.5	-49.10
2289.10	-377.9	-48.42
2289.65	-377.2	-48.24
2290.20	-379.3	-48.59
2290.75	-380.5	-48.72
2291.30	-375.9	-48.25
2291.85	-380.4	-48.65
2292.40	-378.8	-48.56
2292.95	-375.7	-48.09
2293.50	-378.0	-48.38
2294.05	-377.2	-48.32
2294.60	-379.3	-48.53
2295.15	-380.5	-48.65
2295.70	-380.0	-48.55
2296.25	-380.0	-48.71
2296.80	-384.8	-49.27
2297.35	-377.9	-48.24
2297.90	-380.2	-48.56
2298.45	-381.5	-48.80
2299.00	-384.0	-49.09
2299.55	-386.3	-49.42
2300.10	-386.9	-49.58
2300.65	-388.4	-49.65
2301.20	-384.4	-49.11
2301.75	-384.4	-49.07
2302.30	-383.1	-48.78
2302.85	-384.9	-49.15
2303.40	-388.8	-49.58
2303.95	-390.7	-49.80
2304.50	-391.1	-49.73
2305.05	-392.1	-49.87
2305.60	-397.2	-50.58
2306.15	-399.6	-51.03
2306.70	-403.5	-51.35
2307.25	-402.2	-51.31
2307.80	-400.3	-51.00
2308.35	-403.7	-51.51
2308.90	-403.7	-51.56
2309.45	-407.4	-51.93
2310.00	-406.0	-51.71
2310.55	-408.2	-52.06
2311.10	-409.6	-52.21
2311.65	-409.4	-52.23
2312.20	-415.7	-53.07
2312.75	-411.3	-52.51
2313.30	-413.9	-52.66
2313.85	-419.0	-53.40
2314.40	-415.0	-52.97
2314.95	-419.8	-53.59
2315.50	-422.5	-53.80
2316.05	-423.9	-53.99
2316.60	-426.8	-54.51
2317.15	-433.8	-55.22
2317.70	-430.0	-54.89
2318.25	-429.1	-54.82
2318.80	-431.6	-54.93
2319.35	-424.2	-54.15
2319.90	-421.2	-53.55
2320.45	-424.0	-54.14
2321.00	-427.5	-54.37
2321.55	-422.0	-53.87
2322.10	-421.9	-53.67
2322.65	-421.6	-53.52
2323.20	-425.6	-54.10
2323.75	-422.9	-53.83
2324.30	-423.6	-53.73
2324.85	-427.7	-54.48
2325.40	-425.3	-53.99
2325.95	-425.6	-54.05
2326.50	-429.4	-54.49
2327.05	-429.1	-54.47
2327.60	-432.2	-54.83
2328.15	-431.5	-54.90
2328.70	-435.2	-55.41
2329.25	-431.3	-54.83
2329.80	-434.1	-54.95
2330.35	-434.3	-55.15
2330.90	-432.4	-54.90
2331.45	-432.2	-54.66
2332.00	-432.1	-54.62
2332.55	-430.7	-54.50
2333.10	-432.6	-54.65
2333.65	-437.2	-55.39
2334.20	-438.9	-55.58
2334.75	-437.1	-55.52
2335.30	-436.1	-55.25
2335.85	-437.4	-55.43
2336.40	-433.0	-54.85
2336.95	-437.4	-55.61
2337.50	-434.8	-55.12
2338.05	-438.4	-55.66
2338.60	-437.8	-55.49
2339.15	-433.6	-55.18
2339.70	-432.8	-54.77
2340.25	-432.4	-54.98
2340.80	-430.5	-54.67
2341.35	-435.5	-55.32
2341.90	-436.8	-55.46
2342.45	-434.2	-55.24
2343.00	-432.4	-54.94
2343.55	-434.7	-55.22
2344.10	-434.9	-55.25
2344.65	-433.9	-55.13
2345.20	-441.2	-56.07
2345.75	-435.6	-55.44
2346.30	-433.9	-55.13
2346.85	-433.8	-55.05
2347.40	-430.3	-54.68
2347.95	-429.5	-54.45
2348.50	-433.7	-55.11
2349.05	-430.5	-54.66
2349.60	-429.1	-54.38
2350.15	-436.4	-55.34
2350.70	-431.3	-54.83
2351.25	-429.4	-54.54
2351.80	-430.5	-54.63
2352.35	-428.4	-54.44
2352.90	-427.0	-54.29
2353.45	-423.5	-53.74
2354.00	-427.6	-54.37
2354.55	-432.0	-54.80
2355.10	-430.6	-54.66
2355.65	-432.5	-54.79
2356.20	-437.8	-55.53
2356.75	-431.6	-54.78
2357.30	-431.0	-54.76
2357.85	-431.5	-54.75
2358.40	-435.4	-55.39
2358.95	-438.0	-55.50
2359.50	-435.2	-55.24
2360.05	-435.8	-55.35
2360.60	-427.4	-54.33
2361.15	-431.1	-54.85
2361.70	-429.4	-54.66
2362.25	-432.1	-54.94
2362.80	-435.1	-55.30
2363.35	-437.5	-55.77
2363.90	-434.6	-55.45
2364.45	-431.8	-55.09
2365.00	-432.5	-55.04
2365.55	-434.5	-55.34
2366.10	-429.3	-54.73
2366.65	-434.8	-55.23
2367.20	-429.5	-54.66
2367.75	-424.4	-53.98
2368.30	-424.1	-53.90
2368.85	-424.1	-54.02
2369.40	-428.5	-54.50
2369.95	-426.3	-54.21
2370.50	-428.0	-54.54
2371.05	-430.9	-54.82
2371.60	-428.9	-54.65
2372.15	-427.3	-54.37
2372.70	-431.3	-54.92
2373.25	-431.7	-55.05
2373.80	-432.1	-55.00
2374.35	-430.4	-54.82
2374.90	-432.2	-54.85
2375.45	-433.5	-55.15
2376.00	-433.8	-55.13
2376.55	-436.7	-55.57
2377.10	-435.8	-55.48
2377.65	-434.3	-55.15
2378.20	-430.9	-54.65
2378.75	-436.2	-55.37
2379.30	-439.0	-55.70
2379.85	-439.6	-56.01
2380.40	-440.5	-56.08
2380.95	-436.6	-55.46
2381.50	-437.9	-55.59
2382.05	-437.7	-55.70
2382.60	-438.2	-55.68
2383.15	-438.3	-55.87
2383.70	-440.3	-56.15
2384.25	-438.9	-55.99
2384.80	-440.7	-56.18
2385.35	-441.8	-56.36
2385.90	-438.1	-55.86
2386.45	-442.6	-56.31
2387.00	-438.3	-55.87
2387.55	-437.5	-55.77
2388.10	-441.0	-56.26
2388.65	-444.5	-56.62
2389.20	-442.2	-56.20
2389.75	-441.8	-56.24
2390.30	-443.5	-56.41
2390.85	-443.4	-56.34
2391.40	-442.8	-56.33
2391.95	-443.8	-56.29
2392.50	-441.9	-56.25
2393.05	-443.5	-56.46
2393.60	-443.5	-56.58
2394.15	-441.6	-56.11
2394.70	-442.8	-56.47
2395.25	-442.1	-56.34
2395.80	-442.5	-56.38
2396.35	-442.2	-56.44
2396.90	-439.3	-55.97
2397.45	-441.8	-56.24
2398.00	-439.5	-56.02
2398.55	-441.8	-56.20
2399.10	-442.3	-56.36
2399.65	-437.9	-55.84
2400.20	-435.6	-55.44
2400.75	-437.3	-55.68
2401.30	-439.9	-55.96
2401.85	-442.5	-56.30
2402.40	-438.9	-55.80
2402.95	-442.4	-56.36
2403.50	-445.1	-56.75
2404.05	-438.2	-55.85
2404.60	-435.5	-55.46
2405.15	-435.5	-55.53
2405.70	-438.7	-55.91
2406.25	-439.7	-56.07
2406.80	-445.2	-56.76
2407.35	-436.8	-55.63
2407.90	-437.9	-55.83
2408.45	-441.1	-56.07
2409.00	-438.5	-55.81
2409.55	-438.1	-55.71
2410.10	-433.9	-55.36
2410.65	-430.8	-54.77
2411.20	-429.2	-54.77
2411.75	-423.4	-54.00
2412.30	-429.8	-54.68
2412.85	-432.9	-55.09
2413.40	-430.7	-54.88
2413.95	-433.5	-55.11
2414.50	-437.3	-55.87
2415.05	-434.7	-55.54
2415.60	-431.8	-55.17
2416.15	-430.9	-54.87
2416.70	-431.0	-54.81
2417.25	-428.9	-54.77
2417.80	-429.9	-54.77
2418.35	-427.7	-54.62
2418.90	-428.5	-54.73
2419.45	-426.3	-54.48
2420.00	-426.5	-54.51
2420.55	-426.4	-54.45
2421.10	-424.6	-54.33
2421.65	-427.9	-54.72
2422.20	-426.4	-54.49
2422.75	-424.7	-54.34
2423.30	-424.5	-54.26
2423.85	-425.5	-54.45
2424.40	-424.8	-54.14
2424.95	-424.8	-54.13
2425.50	-430.2	-54.87
2426.05	-422.1	-53.90
2426.60	-423.7	-54.06
2427.15	-422.5	-54.08
2427.70	-425.0	-54.23
2428.25	-421.3	-53.81
2428.80	-421.7	-53.81
2429.35	-420.2	-53.70
2429.90	-421.8	-53.84
2430.45	-423.8	-54.06
2431.00	-419.5	-53.60
2431.55	-423.4	-54.06
2432.10	-422.1	-54.05
2432.65	-419.9	-53.68
2433.20	-419.3	-53.67
2433.75	-420.0	-53.76
2434.30	-417.2	-53.43
2434.85	-417.9	-53.35
2435.40	-419.7	-53.66
2435.95	-418.5	-53.49
2436.50	-420.5	-53.67
2437.05	-418.2	-53.37
2437.60	-419.9	-53.68
2438.15	-420.8	-53.70
2438.70	-419.5	-53.56
2439.25	-419.2	-53.53
2439.80	-419.3	-53.56
2440.35	-415.1	-52.94
2440.90	-413.6	-52.78
2441.45	-412.1	-52.68
2442.00	-412.1	-52.72
2442.55	-415.0	-53.05
2443.10	-416.4	-53.16
2443.65	-415.3	-52.93
2444.20	-418.7	-53.33
2444.75	-419.6	-53.48
2445.30	-420.7	-53.82
2445.85	-423.2	-54.06
2446.40	-427.4	-54.61
2446.95	-421.2	-53.79
2447.50	-423.1	-54.02
2448.05	-425.8	-54.28
2448.60	-429.0	-54.83
2449.15	-426.5	-54.53
2449.70	-427.3	-54.46
2450.25	-425.6	-54.32
2450.80	-430.7	-54.99
2451.35	-432.4	-55.20
2451.90	-435.4	-55.56
2452.45	-434.3	-55.53
2453.00	-431.7	-55.19
2453.55	-427.2	-54.51
2454.10	-434.1	-55.48
2454.65	-434.7	-55.66
2455.20	-437.4	-55.89
2455.75	-434.7	-55.50
2456.30	-432.3	-55.27
2456.85	-432.2	-55.13
2457.40	-429.1	-54.67
2457.95	-426.0	-54.51
2458.50	-418.5	-53.50
2459.05	-422.9	-54.00
2459.60	-424.2	-53.98
2460.15	-427.2	-54.36
2460.70	-430.8	-54.80
2461.25	-431.3	-54.90
2461.80	-433.4	-55.29
2462.35	-437.5	-55.68
2462.90	-433.3	-55.17
2463.45	-436.1	-55.65
2464.00	-434.9	-55.48
2464.55	-432.2	-55.26
2465.10	-432.8	-55.10
2465.65	-429.4	-54.85
2466.20	-428.6	-54.77
2466.75	-427.6	-54.70
2467.30	-429.2	-54.84
2467.85	-428.9	-54.88
2468.40	-425.4	-54.46
2468.95	-424.7	-54.12
2469.50	-422.9	-54.08
2470.05	-418.9	-53.33
2470.60	-425.1	-54.10
2471.15	-427.4	-54.48
2471.70	-429.0	-54.67
2472.25	-432.5	-55.20
2472.80	-435.9	-55.49
2473.35	-432.1	-55.06
2473.90	-432.2	-55.14
2474.45	-431.9	-54.96
2475.00	-425.5	-54.38
2475.55	-427.3	-54.56
2476.10	-428.3	-54.57
2476.65	-426.7	-54.41
2477.20	-424.1	-53.91
2477.75	-421.5	-53.77
2478.30	-425.0	-54.08
2478.85	-418.5	-53.47
2479.40	-422.7	-53.76
2479.95	-420.8	-53.57
2480.50	-422.6	-54.00
2481.05	-421.5	-53.62
2481.60	-419.8	-53.51
2482.15	-422.0	-53.68
2482.70	-418.4	-53.38
2483.25	-414.1	-52.87
2483.80	-415.9	-52.99
2484.35	-417.9	-53.28
2484.90	-423.1	-54.13
2485.45	-422.3	-53.83
2486.00	-423.5	-54.23
2486.55	-421.1	-53.95
2487.10	-426.0	-54.39
2487.65	-430.9	-55.19
2488.20	-436.6	-55.70
2488.75	-433.0	-55.38
2489.30	-432.0	-55.30
2489.85	-430.7	-55.17
2490.40	-429.7	-55.10
2490.95	-427.6	-54.90
2491.50	-424.7	-54.47
2492.05	-428.3	-54.73
2492.60	-426.2	-54.72
2493.15	-423.7	-54.17
2493.70	-426.0	-54.67
2494.25	-426.9	-54.79
2494.80	-430.1	-55.17
2495.35	-424.6	-54.40
2495.90	-426.7	-54.90
2496.45	-424.5	-54.49
2497.00	-428.0	-54.95
2497.55	-423.5	-54.54
2498.10	-423.9	-54.35
2498.65	-424.9	-54.37
2499.20	-425.4	-54.56
2499.75	-424.5	-54.44
2500.30	-422.2	-54.15
2500.85	-423.3	-54.29
2501.40	-419.3	-53.82
2501.95	-421.3	-54.19
2502.50	-423.5	-54.42
2503.05	-417.2	-53.49
2503.60	-417.1	-53.39
2504.15	-419.4	-53.86
2504.70	-413.6	-53.19
2505.25	-416.5	-53.28
2505.80	-410.2	-52.75
2506.35	-416.0	-53.32
2506.90	-414.0	-53.13
2507.45	-412.6	-52.91
2508.00	-415.4	-53.42
2508.55	-412.8	-52.98
2509.10	-410.5	-52.83
2509.65	-408.5	-52.56
2510.20	-415.3	-53.42
2510.75	-416.7	-53.47
2511.30	-407.3	-52.31
2511.85	-409.3	-52.56
2512.40	-406.0	-52.20
2512.95	-403.4	-51.82
2513.50	-401.4	-51.41
2514.05	-410.0	-52.58
2514.60	-411.9	-52.79
2515.15	-411.7	-52.77
2515.70	-412.8	-52.82
2516.25	-413.4	-52.87
2516.80	-415.7	-53.26
2517.35	-415.0	-53.06
2517.90	-416.4	-53.50
2518.45	-414.3	-53.07
2519.00	-416.3	-53.48
2519.55	-420.1	-53.92
2520.10	-421.4	-54.01
2520.65	-426.9	-54.64
2521.20	-422.6	-54.10
2521.75	-421.8	-54.02
2522.30	-421.7	-54.03
2522.85	-422.3	-54.17
2523.40	-422.2	-54.18
2523.95	-420.0	-53.70
2524.50	-418.8	-53.64
2525.05	-421.5	-53.78
2525.60	-416.5	-53.30
2526.15	-415.1	-53.20
2526.70	-414.2	-52.92
2527.25	-414.9	-53.08
2527.80	-409.0	-52.27
2528.35	-414.0	-52.99
2528.90	-410.9	-52.47
2529.45	-411.4	-52.79
2530.00	-410.3	-52.55
2530.55	-408.5	-52.21
2531.10	-408.5	-52.37
2531.65	-405.1	-51.92
2532.20	-406.2	-51.85
2532.75	-408.4	-52.35
2533.30	-404.4	-51.90
2533.85	-404.0	-51.82
2534.40	-402.8	-51.42
2534.95	-401.8	-51.31
2535.50	-405.7	-51.93
2536.05	-399.9	-51.21
2536.60	-402.4	-51.47
2537.15	-399.4	-50.97
2537.70	-396.6	-50.80
2538.25	-396.9	-50.82
2538.80	-398.8	-50.94
2539.35	-400.8	-51.20
2539.90	-398.4	-50.96
2540.45	-398.9	-51.02
2541.00	-397.9	-50.86
2541.55	-396.3	-50.86
2542.10	-400.8	-51.15
2542.65	-394.8	-50.64
2543.20	-392.3	-50.41
2543.75	-393.1	-50.42
2544.30	-389.5	-50.02
2544.85	-394.0	-50.47
2545.40	-393.9	-50.59
2545.95	-395.5	-50.69
2546.50	-393.9	-50.48
2547.05	-393.6	-50.28
2547.60	-394.7	-50.38
2548.15	-396.3	-50.65
2548.70	-393.0	-50.29
2549.25	-394.8	-50.56
2549.80	-394.4	-50.47
2550.35	-394.6	-50.35
2550.90	-390.8	-50.07
2551.45	-389.8	-49.90
2552.00	-393.5	-50.34
2552.55	-392.1	-50.08
2553.10	-392.6	-50.33
2553.65	-392.0	-50.28
2554.20	-392.8	-50.45
2554.75	-388.5	-49.91
2555.30	-388.4	-49.86
2555.85	-389.9	-50.01
2556.40	-390.5	-50.11
2556.95	-394.0	-50.44
2557.50	-395.2	-50.47
2558.05	-391.6	-50.19
2558.60	-395.7	-50.51
2559.15	-391.5	-50.07
2559.70	-393.2	-50.47
2560.25	-393.2	-50.39
2560.80	-391.3	-50.29
2561.35	-390.3	-50.14
2561.90	-390.0	-50.01
2562.45	-389.8	-49.91
2563.00	-394.7	-50.51
2563.55	-391.2	-50.12
2564.10	-393.4	-50.25
2564.65	-393.1	-50.23
2565.20	-397.2	-51.04
2565.75	-395.6	-50.54
2566.30	-395.6	-50.51
2566.85	-394.4	-50.29
2567.40	-393.0	-50.36
2567.95	-388.2	-49.56
2568.50	-388.1	-49.65
2569.05	-388.8	-49.55
2569.60	-383.2	-49.02
2570.15	-382.7	-48.92
2570.70	-381.4	-48.71
2571.25	-379.4	-48.47
2571.80	-376.5	-48.16
2572.35	-373.3	-47.73
2572.90	-377.6	-48.35
2573.45	-377.4	-48.29
2574.00	-373.3	-47.72
2574.55	-373.1	-47.63
2575.10	-371.2	-47.50
2575.65	-369.6	-47.22
2576.20	-372.3	-47.54
2576.75	-372.6	-47.55
2577.30	-371.6	-47.45
2577.85	-373.7	-47.65
2578.40	-373.0	-47.64
2578.95	-369.1	-47.06
2579.50	-369.4	-47.14
2580.05	-372.9	-47.58
2580.60	-371.8	-47.34
2581.15	-374.0	-47.68
2581.70	-372.8	-47.56
2582.25	-373.0	-47.48
2582.80	-377.4	-48.03
2583.35	-379.9	-48.42
2583.90	-379.7	-48.32
2584.45	-381.1	-48.38
2585.00	-382.2	-48.52
2585.55	-385.8	-48.96
2586.10	-384.0	-48.83
2586.65	-389.1	-49.62
2587.20	-392.3	-49.70
2587.75	-392.4	-49.80
2588.30	-394.0	-50.15
2588.85	-397.1	-50.52
2589.40	-399.6	-50.76
2589.95	-400.8	-50.95
2590.50	-400.8	-51.02
2591.05	-403.6	-51.26
2591.60	-405.2	-51.43
2592.15	-404.1	-51.32
2592.70	-406.3	-51.62
2593.25	-406.1	-51.71
2593.80	-408.0	-51.83
2594.35	-410.8	-52.33
2594.90	-411.5	-52.39
2595.45	-414.3	-52.70
2596.00	-417.0	-53.02
2596.55	-420.6	-53.27
2597.10	-419.4	-53.33
2597.65	-422.0	-53.60
2598.20	-423.5	-53.66
2598.75	-425.5	-54.08
2599.30	-428.0	-54.23
2599.85	-428.7	-54.51
2600.40	-432.4	-54.83
2600.95	-436.5	-55.26
2601.50	-441.3	-55.97
2602.05	-443.6	-56.21
2602.60	-440.2	-55.79
2603.15	-441.6	-56.09
2603.70	-444.3	-56.25
2604.25	-440.2	-55.78
2604.80	-441.2	-56.05
2605.35	-436.3	-55.54
2605.90	-440.6	-55.89
2606.45	-438.2	-55.77
2607.00	-439.6	-55.78
2607.55	-439.6	-55.80
2608.10	-437.8	-55.67
2608.65	-438.8	-55.79
2609.20	-436.4	-55.51
2609.75	-437.3	-55.58
2610.30	-440.1	-55.92
2610.85	-434.8	-55.25
2611.40	-437.6	-55.53
2611.95	-437.8	-55.44
2612.50	-431.4	-54.98
2613.05	-435.7	-55.48
2613.60	-439.4	-55.95
2614.15	-438.6	-55.95
2614.70	-434.9	-55.24
2615.25	-425.9	-54.37
2615.80	-433.2	-55.20
2616.35	-430.0	-54.61
2616.90	-430.5	-54.76
2617.45	-431.0	-54.91
2618.00	-435.5	-55.36
2618.55	-432.5	-54.88
2619.10	-433.9	-55.11
2619.65	-434.3	-55.24
2620.20	-434.2	-55.25
2620.75	-433.3	-55.14
2621.30	-434.2	-55.14
2621.85	-434.9	-55.22
2622.40	-432.8	-55.13
2622.95	-432.6	-55.12
2623.50	-431.4	-55.02
