
Depth ice/snow [m]	δD H2O [‰ SMOW]	δ18O H2O [‰ SMOW]
1089.55	-422.1	-54.10
1090.10	-430.5	-54.93
1090.65	-426.4	-54.65
1091.20	-426.4	-54.55
1091.75	-425.7	-54.46
1092.30	-428.8	-54.94
1092.85	-425.3	-54.48
1093.40	-424.9	-54.28
1093.95	-414.2	-53.12
1094.50	-421.4	-53.86
1095.05	-422.2	-53.96
1095.60	-422.4	-54.01
1096.15	-418.0	-53.49
1096.70	-423.3	-54.24
1097.25	-416.1	-53.12
1097.80	-419.4	-53.60
1098.35	-424.3	-54.21
1098.90	-418.6	-53.54
1099.45	-420.0	-53.77
1100.00	-418.9	-53.45
1100.55	-415.9	-53.23
1101.10	-410.1	-52.39
1101.65	-416.9	-53.35
1102.20	-413.5	-52.93
1102.75	-415.7	-52.88
1103.30	-422.7	-53.65
1103.85	-420.9	-53.61
1104.40	-420.7	-53.63
1104.95	-423.5	-54.05
1105.50	-421.2	-53.83
1106.05	-425.9	-54.27
1106.60	-420.3	-53.60
1107.15	-429.3	-54.93
1107.70	-426.6	-54.23
1108.25	-424.4	-54.16
1108.80	-424.2	-54.08
1109.35	-425.2	-54.27
1109.90	-425.9	-54.50
1110.45	-425.3	-54.22
1111.00	-429.1	-54.78
1111.55	-429.4	-54.99
1112.10	-426.7	-54.36
1112.65	-431.2	-55.17
1113.20	-428.6	-54.93
1113.75	-434.0	-55.36
1114.30	-430.2	-54.84
1114.85	-435.2	-55.50
1115.40	-437.3	-55.71
1115.95	-434.2	-55.35
1116.50	-430.2	-54.88
1117.05	-431.6	-55.33
1117.60	-427.9	-54.68
1118.15	-427.5	-54.74
1118.70	-434.8	-55.65
1119.25	-431.2	-55.30
1119.80	-430.2	-55.15
1120.35	-426.3	-54.49
1120.90	-427.4	-54.63
1121.45	-438.4	-56.04
1122.00	-425.7	-54.45
1122.55	-431.7	-55.25
1123.10	-426.4	-54.58
1123.65	-428.1	-54.55
1124.20	-433.0	-55.24
1124.75	-431.6	-55.10
1125.30	-429.8	-54.86
1125.85	-431.3	-55.12
1126.40	-427.2	-54.80
1126.95	-426.3	-54.56
1127.50	-426.1	-54.53
1128.05	-426.7	-54.75
1128.60	-430.7	-55.07
1129.15	-420.9	-53.94
1129.70	-428.3	-54.82
1130.25	-424.6	-54.28
1130.80	-424.0	-54.08
1131.35	-427.9	-54.80
1131.90	-432.6	-55.44
1132.45	-428.7	-54.62
1133.00	-428.9	-54.76
1133.55	-432.4	-55.17
1134.10	-432.5	-55.32
1134.65	-431.1	-55.09
1135.20	-428.5	-54.81
1135.75	-430.4	-54.95
1136.30	-428.9	-55.02
1136.85	-429.9	-54.88
1137.40	-425.9	-54.37
1137.95	-427.5	-54.47
1138.50	-430.1	-54.94
1139.05	-424.4	-54.27
1139.60	-424.8	-54.28
1140.15	-434.8	-55.63
1140.70	-430.2	-55.09
1141.25	-421.8	-54.07
1141.80	-424.0	-54.33
1142.35	-427.1	-54.63
1142.90	-427.2	-54.42
1143.45	-422.4	-54.01
1144.00	-424.4	-54.43
1144.55	-423.1	-54.29
1145.10	-419.9	-53.80
1145.65	-421.0	-54.02
1146.20	-428.4	-54.84
1146.75	-422.9	-54.02
1147.30	-424.3	-54.23
1147.85	-424.5	-54.27
1148.40	-433.5	-55.49
1148.95	-420.6	-53.97
1149.50	-426.9	-54.67
1150.05	-421.3	-54.11
1150.60	-428.2	-54.81
1151.15	-417.1	-53.40
1151.70	-419.8	-53.75
1152.25	-419.1	-53.68
1152.80	-424.1	-54.31
1153.35	-420.3	-53.82
1153.90	-428.4	-54.79
1154.45	-418.8	-53.41
1155.00	-426.6	-54.52
1155.55	-416.1	-53.25
1156.10	-414.9	-53.23
1156.65	-424.1	-54.29
1157.20	-421.4	-53.65
1157.75	-423.3	-54.03
1158.30	-425.3	-54.58
1158.85	-423.4	-54.21
1159.40	-419.8	-53.88
1159.95	-420.2	-53.84
1160.50	-420.1	-53.72
1161.05	-413.4	-52.97
1161.60	-426.5	-54.38
1162.15	-418.4	-53.41
1162.70	-423.1	-54.18
1163.25	-416.9	-53.16
1163.80	-420.2	-53.72
1164.35	-422.3	-54.13
1164.90	-420.8	-53.76
1165.45	-421.0	-53.72
1166.00	-419.9	-53.67
1166.55	-417.0	-53.30
1167.10	-418.7	-53.66
1167.65	-421.6	-53.81
1168.20	-417.7	-53.35
1168.75	-418.9	-53.41
1169.30	-423.9	-54.02
1169.85	-419.2	-53.49
1170.40	-423.8	-54.03
1170.95	-422.5	-53.88
1171.50	-419.1	-53.33
1172.05	-423.8	-53.86
1172.60	-424.6	-54.25
1173.15	-421.1	-53.96
1173.70	-418.7	-53.53
1174.25	-414.2	-53.02
1174.80	-416.9	-53.42
1175.35	-422.4	-54.07
1175.90	-422.1	-54.19
1176.45	-417.0	-53.39
1177.00	-417.0	-53.22
1177.55	-417.0	-53.49
1178.10	-419.6	-53.65
1178.65	-406.6	-52.03
1179.20	-415.6	-53.14
1179.75	-411.0	-52.65
1180.30	-416.0	-53.47
1180.85	-415.2	-53.23
1181.40	-414.3	-53.02
1181.95	-421.0	-53.95
1182.50	-416.3	-53.42
1183.05	-418.3	-53.69
1183.60	-413.0	-52.95
1184.15	-419.2	-53.61
1184.70	-413.8	-52.91
1185.25	-414.2	-52.73
1185.80	-408.5	-52.16
1186.35	-409.4	-52.33
1186.90	-412.5	-52.63
1187.45	-408.4	-52.28
1188.00	-412.2	-52.82
1188.55	-413.9	-52.84
1189.10	-408.9	-52.41
1189.65	-417.1	-53.28
1190.20	-412.2	-52.55
1190.75	-402.6	-51.61
1191.30	-413.4	-52.90
1191.85	-412.1	-52.93
1192.40	-407.2	-52.11
1192.95	-411.5	-52.74
1193.50	-413.1	-52.83
1194.05	-413.0	-52.93
1194.60	-409.4	-52.40
1195.15	-414.3	-52.85
1195.70	-405.5	-52.07
1196.25	-411.7	-52.76
1196.80	-405.4	-51.85
1197.35	-406.4	-52.05
1197.90	-407.1	-52.01
1198.45	-407.5	-52.21
1199.00	-405.3	-51.78
1199.55	-404.3	-51.66
1200.10	-412.6	-52.86
1200.65	-411.0	-52.40
1201.20	-411.9	-52.56
1201.75	-414.8	-52.68
1202.30	-407.5	-52.00
1202.85	-415.1	-52.97
1203.40	-412.3	-52.71
1203.95	-410.7	-52.25
1204.50	-412.8	-52.51
1205.05	-405.8	-51.92
1205.60	-405.5	-51.72
1206.15	-418.7	-53.48
1206.70	-410.8	-52.32
1207.25	-414.1	-52.92
1207.80	-411.1	-52.53
1208.35	-404.9	-51.71
1208.90	-415.0	-53.15
1209.45	-410.6	-52.38
1210.00	-415.5	-53.09
1210.55	-410.1	-52.55
1211.10	-419.9	-53.61
1211.65	-413.3	-52.81
1212.20	-416.0	-53.01
1212.75	-417.2	-53.25
1213.30	-411.2	-52.64
1213.85	-411.9	-52.63
1214.40	-416.3	-53.27
1214.95	-413.5	-52.90
1215.50	-414.9	-53.12
1216.05	-412.0	-52.70
1216.60	-410.2	-52.54
1217.15	-413.7	-52.59
1217.70	-416.4	-53.20
1218.25	-420.5	-53.71
1218.80	-415.9	-53.01
1219.35	-409.9	-52.21
1219.90	-422.6	-53.83
1220.45	-418.2	-53.27
1221.00	-416.4	-53.02
1221.55	-418.3	-53.51
1222.10	-419.7	-53.51
1222.65	-416.0	-53.00
1223.20	-406.2	-52.03
1223.75	-419.5	-53.35
1224.30	-418.5	-53.31
1224.85	-417.4	-53.14
1225.40	-418.3	-53.10
1225.95	-421.9	-53.93
1226.50	-414.4	-52.94
1227.05	-420.8	-53.63
1227.60	-420.3	-53.67
1228.15	-420.4	-53.74
1228.70	-417.4	-53.24
1229.25	-419.0	-53.47
1229.80	-423.1	-54.05
1230.35	-422.5	-54.00
1230.90	-422.1	-53.72
1231.45	-422.0	-54.02
1232.00	-417.9	-53.32
1232.55	-419.1	-53.40
1233.10	-420.6	-53.49
1233.65	-416.8	-53.15
1234.20	-425.7	-54.48
1234.75	-421.9	-53.77
1235.30	-422.3	-53.82
1235.85	-422.5	-53.87
1236.40	-420.4	-53.46
1236.95	-425.4	-54.23
1237.50	-424.6	-54.08
1238.05	-426.5	-54.38
1238.60	-428.1	-54.47
1239.15	-428.5	-54.37
1239.70	-419.0	-53.39
1240.25	-427.1	-54.47
1240.80	-425.3	-54.44
1241.35	-427.0	-54.52
1241.90	-422.5	-53.83
1242.45	-429.8	-54.76
1243.00	-424.6	-54.06
1243.55	-430.3	-55.11
1244.10	-433.7	-55.35
1244.65	-436.3	-55.65
1245.20	-435.9	-55.73
1245.75	-430.1	-54.98
1246.30	-423.6	-54.09
1246.85	-430.6	-55.24
1247.40	-432.7	-55.27
1247.95	-429.5	-54.81
1248.50	-431.8	-55.13
1249.05	-424.1	-54.05
1249.60	-435.4	-55.36
1250.15	-425.8	-54.13
1250.70	-432.6	-55.15
1251.25	-429.9	-54.89
1251.80	-427.0	-54.38
1252.35	-425.5	-54.50
1252.90	-425.2	-54.24
1253.45	-430.3	-55.13
1254.00	-429.9	-54.84
1254.55	-426.5	-54.68
1255.10	-432.1	-55.19
1255.65	-425.6	-54.40
1256.20	-429.3	-54.91
1256.75	-432.9	-55.43
1257.30	-424.9	-54.42
1257.85	-427.7	-54.72
1258.40	-428.4	-54.58
1258.95	-424.9	-54.29
1259.50	-422.3	-54.10
1260.05	-424.4	-54.24
1260.60	-421.3	-53.78
1261.15	-423.9	-54.13
1261.70	-421.3	-53.68
1262.25	-429.4	-54.72
1262.80	-428.5	-54.71
1263.35	-424.6	-54.09
1263.90	-427.3	-54.66
1264.45	-427.7	-54.65
1265.00	-418.7	-53.50
1265.55	-420.0	-53.68
1266.10	-421.4	-53.85
1266.65	-419.7	-53.71
1267.20	-421.0	-53.70
1267.75	-422.2	-53.91
1268.30	-428.1	-54.64
1268.85	-427.4	-54.69
1269.40	-419.2	-53.58
1269.95	-421.7	-53.81
1270.50	-422.0	-53.70
1271.05	-423.8	-53.98
1271.60	-418.8	-53.29
1272.15	-413.9	-52.65
1272.70	-420.7	-53.40
1273.25	-423.0	-53.63
1273.80	-423.4	-53.73
1274.35	-423.0	-53.66
1274.90	-423.4	-53.88
1275.45	-414.4	-52.89
1276.00	-428.9	-54.57
1276.55	-425.8	-54.24
1277.10	-422.5	-53.90
1277.65	-420.0	-53.57
1278.20	-431.3	-54.68
1278.75	-430.2	-54.74
1279.30	-428.9	-54.68
1279.85	-427.9	-54.37
1280.40	-426.1	-54.20
1280.95	-424.4	-53.91
1281.50	-419.8	-53.35
1282.05	-421.5	-53.41
1282.60	-424.6	-54.01
1283.15	-424.8	-53.99
1283.70	-421.5	-53.61
1284.25	-430.2	-54.80
1284.80	-425.1	-54.15
1285.35	-428.6	-54.76
1285.90	-425.8	-54.05
1286.45	-425.5	-54.21
1287.00	-431.0	-54.85
1287.55	-415.8	-53.04
1288.10	-420.2	-53.52
1288.65	-424.1	-54.02
1289.20	-426.8	-54.27
1289.75	-427.7	-54.26
1290.30	-422.1	-53.54
1290.85	-424.6	-53.96
1291.40	-424.2	-53.76
1291.95	-419.9	-53.21
1292.50	-422.3	-53.58
1293.05	-422.6	-53.82
1293.60	-422.5	-53.81
1294.15	-425.1	-54.18
1294.70	-425.6	-54.26
1295.25	-424.3	-54.04
1295.80	-422.1	-53.70
1296.35	-415.2	-52.70
1296.90	-421.6	-53.61
1297.45	-424.3	-54.05
1298.00	-419.7	-53.43
1298.55	-421.0	-53.43
1299.10	-415.7	-52.87
1299.65	-425.9	-54.12
1300.20	-418.6	-53.45
1300.75	-419.9	-53.44
1301.30	-419.7	-53.46
1301.85	-419.2	-53.28
1302.40	-422.7	-53.97
1302.95	-426.8	-54.42
1303.50	-418.0	-53.19
1304.05	-422.4	-53.74
1304.60	-421.4	-53.60
1305.15	-424.0	-53.99
1305.70	-416.7	-52.99
1306.25	-415.8	-53.09
1306.80	-417.8	-53.12
1307.35	-417.2	-53.16
1307.90	-419.1	-53.28
1308.45	-426.0	-54.31
1309.00	-420.7	-53.56
1309.55	-419.7	-53.46
1310.10	-411.5	-52.74
1310.65	-423.7	-53.97
1311.20	-418.8	-53.28
1311.75	-417.0	-53.10
1312.30	-419.1	-53.31
1312.85	-419.5	-53.51
1313.40	-418.4	-53.23
1313.95	-416.4	-53.08
1314.50	-416.7	-53.09
1315.05	-415.2	-52.89
1315.60	-415.7	-52.83
1316.15	-424.1	-53.99
1316.70	-414.3	-52.72
1317.25	-418.0	-53.55
1317.80	-422.9	-54.03
1318.35	-415.8	-53.03
1318.90	-420.0	-53.66
1319.45	-420.1	-53.74
1320.00	-420.7	-53.64
1320.55	-427.2	-54.57
1321.10	-418.5	-53.53
1321.65	-414.0	-53.05
1322.20	-406.7	-52.24
1322.75	-408.4	-51.96
1323.30	-415.4	-53.10
1323.85	-410.8	-52.46
1324.40	-412.1	-52.67
1324.95	-416.9	-53.08
1325.50	-415.2	-53.14
1326.05	-415.0	-52.82
1326.60	-419.3	-53.72
1327.15	-422.7	-53.97
1327.70	-420.0	-53.48
1328.25	-420.6	-53.78
1328.80	-422.4	-53.94
1329.35	-420.3	-53.72
1329.90	-419.9	-53.50
1330.45	-422.6	-53.90
1331.00	-417.6	-53.09
1331.55	-420.5	-53.75
1332.10	-422.0	-53.86
1332.65	-415.7	-52.93
1333.20	-420.2	-53.63
1333.75	-422.2	-53.56
1334.30	-409.7	-52.12
1334.85	-419.1	-53.69
1335.40	-425.6	-54.01
1335.95	-415.2	-53.12
1336.50	-419.2	-53.50
1337.05	-416.3	-53.06
1337.60	-412.7	-52.72
1338.15	-418.0	-53.33
1338.70	-421.8	-53.74
1339.25	-419.6	-53.28
1339.80	-412.5	-52.48
1340.35	-425.5	-54.28
1340.90	-421.3	-53.82
1341.45	-418.8	-53.44
1342.00	-413.3	-52.67
1342.55	-423.2	-53.94
1343.10	-416.1	-53.07
1343.65	-419.2	-53.63
1344.20	-415.8	-53.03
1344.75	-418.7	-53.39
1345.30	-418.6	-53.23
1345.85	-424.7	-54.12
1346.40	-411.7	-52.72
1346.95	-421.1	-53.56
1347.50	-415.7	-53.16
1348.05	-416.3	-52.95
1348.60	-415.7	-53.10
1349.15	-416.6	-53.25
1349.70	-415.4	-53.07
1350.25	-420.7	-53.75
1350.80	-419.4	-53.49
1351.35	-413.4	-52.83
1351.90	-423.2	-53.91
1352.45	-418.8	-53.43
1353.00	-419.6	-53.56
1353.55	-410.8	-52.46
1354.10	-415.6	-52.96
1354.65	-419.2	-53.41
1355.20	-421.2	-53.85
1355.75	-420.6	-53.72
1356.30	-419.1	-53.54
1356.85	-413.3	-52.62
1357.40	-417.2	-53.21
1357.95	-415.4	-53.11
1358.50	-423.1	-54.11
1359.05	-412.5	-52.85
1359.60	-422.6	-53.94
1360.15	-418.2	-53.24
1360.70	-418.0	-53.54
1361.25	-412.8	-52.73
1361.80	-418.3	-53.41
1362.35	-412.5	-52.63
1362.90	-419.4	-53.32
1363.45	-422.5	-53.82
1364.00	-421.4	-53.90
1364.55	-417.7	-53.28
1365.10	-422.3	-53.91
1365.65	-417.3	-53.24
1366.20	-424.5	-54.11
1366.75	-416.4	-53.02
1367.30	-418.7	-53.45
1367.85	-418.5	-53.41
1368.40	-425.8	-54.34
1368.95	-424.1	-54.28
1369.50	-421.5	-53.99
1370.05	-418.8	-53.51
1370.60	-422.2	-54.01
1371.15	-420.9	-53.67
1371.70	-418.7	-53.42
1372.25	-415.7	-53.25
1372.80	-421.8	-53.80
1373.35	-415.7	-53.27
1373.90	-415.5	-53.31
1374.45	-418.0	-53.59
1375.00	-417.7	-53.64
1375.55	-424.2	-54.38
1376.10	-416.3	-53.18
1376.65	-420.7	-53.78
1377.20	-416.4	-53.35
1377.75	-414.9	-53.09
1378.30	-419.8	-53.63
1378.85	-416.5	-53.27
1379.40	-413.8	-53.04
1379.95	-419.0	-53.54
1380.50	-417.4	-53.43
1381.05	-419.1	-53.80
1381.60	-413.2	-52.97
1382.15	-418.5	-53.59
1382.70	-414.6	-53.17
1383.25	-420.5	-54.01
1383.80	-417.9	-53.56
1384.35	-417.2	-53.34
1384.90	-416.3	-53.32
1385.45	-416.2	-53.23
1386.00	-414.0	-53.02
1386.55	-421.3	-53.94
1387.10	-420.0	-53.84
1387.65	-421.5	-54.03
1388.20	-419.9	-53.83
1388.75	-415.9	-53.27
1389.30	-416.7	-53.40
1389.85	-413.2	-53.08
1390.40	-411.7	-52.76
1390.95	-414.7	-53.10
1391.50	-407.1	-52.08
1392.05	-411.1	-52.72
1392.60	-417.5	-53.39
1393.15	-413.7	-53.00
1393.70	-419.5	-53.66
1394.25	-417.3	-53.51
1394.80	-418.6	-53.63
1395.35	-415.0	-53.23
1395.90	-418.3	-53.57
1396.45	-416.5	-53.34
1397.00	-416.5	-53.37
1397.55	-416.0	-53.31
1398.10	-420.6	-53.89
1398.65	-418.0	-53.62
1399.20	-416.9	-53.44
1399.75	-415.9	-53.33
1400.30	-419.9	-53.82
1400.85	-427.6	-54.92
1401.40	-418.9	-53.68
1401.95	-419.5	-53.79
1402.50	-421.3	-54.04
1403.05	-419.7	-53.63
1403.60	-419.1	-53.62
1404.15	-423.2	-54.16
1404.70	-416.4	-53.37
1405.25	-423.6	-54.23
1405.80	-424.0	-54.26
1406.35	-423.8	-54.41
1406.90	-422.0	-54.07
1407.45	-419.3	-53.92
1408.00	-426.3	-54.71
1408.55	-425.0	-54.51
1409.10	-427.9	-55.00
1409.65	-422.3	-54.24
1410.20	-432.5	-55.51
1410.75	-431.1	-55.40
1411.30	-428.2	-54.96
1411.85	-434.8	-55.99
1412.40	-432.6	-55.71
1412.95	-429.4	-55.18
1413.50	-434.5	-55.88
1414.05	-425.7	-54.65
1414.60	-432.1	-55.56
1415.15	-424.9	-54.47
1415.70	-428.3	-55.16
1416.25	-425.1	-54.71
1416.80	-424.8	-54.62
1417.35	-431.5	-55.51
1417.90	-427.8	-55.05
1418.45	-418.2	-53.92
1419.00	-424.7	-54.57
1419.55	-426.5	-54.92
1420.10	-423.7	-54.47
1420.65	-423.7	-54.45
1421.20	-422.6	-54.25
1421.75	-425.4	-54.77
1422.30	-422.4	-54.34
1422.85	-418.4	-53.96
1423.40	-420.3	-54.06
1423.95	-420.2	-54.01
1424.50	-418.7	-54.00
1425.05	-421.8	-54.24
1425.60	-420.8	-54.13
1426.15	-415.0	-53.36
1426.70	-420.0	-53.89
1427.25	-423.9	-54.67
1427.80	-424.6	-54.60
1428.35	-420.2	-53.91
1428.90	-419.7	-54.09
1429.45	-422.1	-54.14
1430.00	-420.3	-53.93
1430.55	-418.8	-53.87
1431.10	-419.5	-54.09
1431.65	-420.4	-54.15
1432.20	-422.0	-54.08
1432.75	-422.6	-54.09
1433.30	-421.8	-54.21
1433.85	-422.7	-54.13
1434.40	-412.2	-52.84
1434.95	-417.9	-53.80
1435.50	-420.0	-53.99
1436.05	-415.7	-53.20
1436.60	-418.1	-53.73
1437.15	-418.7	-53.82
1437.70	-414.7	-53.35
1438.25	-414.7	-53.07
1438.80	-416.0	-53.40
1439.35	-413.1	-52.90
1439.90	-414.7	-53.15
1440.45	-411.0	-52.81
1441.00	-412.6	-52.97
1441.55	-409.1	-52.34
1442.10	-413.4	-53.05
1442.65	-416.0	-53.26
1443.20	-422.2	-53.98
1443.75	-420.1	-53.76
1444.30	-418.9	-53.48
1444.85	-415.3	-53.06
1445.40	-420.1	-53.72
1445.95	-416.9	-53.32
1446.50	-421.2	-53.89
1447.05	-423.2	-54.06
1447.60	-421.6	-53.77
1448.15	-420.5	-53.68
1448.70	-426.3	-54.70
1449.25	-421.5	-54.16
1449.80	-424.5	-54.29
1450.35	-420.8	-53.68
1450.90	-424.9	-54.46
1451.45	-425.2	-54.56
1452.00	-424.7	-54.51
1452.55	-429.0	-54.89
1453.10	-428.9	-54.82
1453.65	-429.9	-55.07
1454.20	-430.4	-55.33
1454.75	-429.9	-55.25
1455.30	-430.8	-55.05
1455.85	-432.6	-55.41
1456.40	-433.1	-55.60
1456.95	-436.9	-55.89
1457.50	-430.0	-55.23
1458.05	-433.7	-55.64
1458.60	-431.1	-55.26
1459.15	-433.2	-55.54
1459.70	-430.1	-55.05
1460.25	-435.2	-55.85
1460.80	-430.6	-55.16
1461.35	-430.8	-55.27
1461.90	-438.6	-56.20
1462.45	-430.0	-55.28
1463.00	-427.0	-54.48
1463.55	-429.7	-55.21
1464.10	-428.7	-55.19
1464.65	-424.6	-54.49
1465.20	-434.6	-55.70
1465.75	-427.2	-54.82
1466.30	-426.1	-54.66
1466.85	-425.9	-54.82
1467.40	-426.1	-54.71
1467.95	-424.9	-54.57
1468.50	-422.5	-54.23
1469.05	-432.3	-55.59
1469.60	-426.6	-54.77
1470.15	-418.0	-53.68
1470.70	-424.7	-54.61
1471.25	-431.2	-55.32
1471.80	-426.4	-54.85
1472.35	-426.2	-54.67
1472.90	-419.5	-53.69
1473.45	-423.5	-54.45
1474.00	-424.4	-54.41
1474.55	-424.4	-54.39
1475.10	-426.3	-54.71
1475.65	-425.4	-54.45
1476.20	-421.6	-54.18
1476.75	-424.7	-54.35
1477.30	-421.8	-54.14
1477.85	-422.6	-54.05
1478.40	-425.8	-54.65
1478.95	-423.1	-54.22
1479.50	-422.9	-54.35
1480.05	-417.8	-53.54
1480.60	-427.6	-54.57
1481.15	-427.9	-54.80
1481.70	-421.4	-54.08
1482.25	-425.8	-54.66
1482.80	-424.5	-54.45
1483.35	-420.0	-53.88
1483.90	-426.0	-54.55
1484.45	-426.3	-54.61
1485.00	-425.0	-54.46
1485.55	-424.6	-54.41
1486.10	-422.5	-54.06
1486.65	-425.9	-54.57
1487.20	-427.4	-54.72
1487.75	-420.5	-53.88
1488.30	-421.3	-54.04
1488.85	-424.6	-54.13
1489.40	-427.6	-54.91
1489.95	-421.4	-53.91
1490.50	-418.7	-53.44
1491.05	-424.3	-54.48
1491.60	-418.0	-53.35
1492.15	-416.8	-53.37
1492.70	-420.1	-53.87
1493.25	-422.6	-54.02
1493.80	-421.9	-53.86
1494.35	-421.0	-53.64
1494.90	-418.6	-53.56
1495.45	-418.7	-53.69
1496.00	-424.7	-54.07
1496.55	-413.4	-52.79
1497.10	-416.0	-53.35
1497.65	-418.1	-53.50
1498.20	-415.4	-53.19
1498.75	-420.4	-53.58
1499.30	-422.1	-54.24
1499.85	-416.7	-53.31
1500.40	-414.9	-53.15
1500.95	-422.6	-54.09
1501.50	-414.0	-53.13
1502.05	-412.8	-52.87
1502.60	-411.4	-52.57
1503.15	-413.6	-53.20
1503.70	-412.7	-52.87
1504.25	-411.5	-52.88
1504.80	-411.8	-52.89
1505.35	-406.6	-52.11
1505.90	-413.5	-53.32
1506.45	-412.4	-52.83
1507.00	-413.2	-53.07
1507.55	-410.0	-52.55
1508.10	-406.8	-52.21
1508.65	-413.3	-53.04
1509.20	-414.7	-53.22
1509.75	-414.5	-53.05
1510.30	-411.0	-52.68
1510.85	-409.4	-52.41
1511.40	-404.6	-51.71
1511.95	-405.9	-51.99
1512.50	-409.9	-52.66
1513.05	-412.1	-52.99
1513.60	-408.0	-52.15
1514.15	-409.7	-52.47
1514.70	-400.7	-51.48
1515.25	-408.0	-52.25
1515.80	-406.6	-52.20
1516.35	-408.2	-52.07
1516.90	-402.3	-51.51
1517.45	-410.8	-52.69
1518.00	-407.9	-52.16
1518.55	-409.4	-52.69
1519.10	-408.6	-52.21
1519.65	-407.7	-52.28
1520.20	-405.0	-51.73
1520.75	-409.0	-52.50
1521.30	-411.0	-52.69
1521.85	-405.1	-51.73
1522.40	-403.9	-51.44
1522.95	-411.1	-52.43
1523.50	-405.7	-51.80
1524.05	-405.2	-51.67
1524.60	-410.9	-52.44
1525.15	-404.0	-51.82
1525.70	-405.9	-51.71
1526.25	-413.8	-53.07
1526.80	-404.9	-51.90
1527.35	-400.4	-51.11
1527.90	-402.9	-51.53
1528.45	-401.7	-51.62
1529.00	-403.1	-51.37
1529.55	-401.8	-51.41
1530.10	-405.3	-51.76
1530.65	-404.6	-51.88
1531.20	-402.9	-51.38
1531.75	-399.1	-51.01
1532.30	-403.7	-51.43
1532.85	-406.1	-51.97
1533.40	-397.6	-51.07
1533.95	-400.6	-51.30
1534.50	-398.4	-50.96
1535.05	-401.8	-51.41
1535.60	-405.3	-52.16
1536.15	-395.6	-50.83
1536.70	-399.3	-51.27
1537.25	-398.9	-51.17
1537.80	-399.3	-51.17
1538.35	-397.9	-50.79
1538.90	-393.9	-50.34
1539.45	-400.2	-51.12
1540.00	-400.6	-51.20
1540.55	-397.2	-50.62
1541.10	-398.4	-50.88
1541.65	-398.3	-50.89
1542.20	-393.7	-50.59
1542.75	-399.1	-50.89
1543.30	-399.2	-51.10
1543.85	-393.7	-50.35
1544.40	-398.6	-50.93
1544.95	-395.6	-50.34
1545.50	-401.4	-51.13
1546.05	-400.1	-51.11
1546.60	-387.8	-49.60
1547.15	-391.8	-50.21
1547.70	-389.3	-49.82
1548.25	-395.9	-50.78
1548.80	-401.7	-51.35
1549.35	-394.9	-50.56
1549.90	-398.2	-50.78
1550.45	-400.5	-51.09
1551.00	-393.7	-50.67
1551.55	-393.3	-50.25
1552.10	-392.1	-50.37
1552.65	-399.3	-51.08
1553.20	-395.4	-50.64
1553.75	-396.9	-50.89
1554.30	-398.5	-51.01
1554.85	-396.8	-50.70
1555.40	-391.9	-50.38
1555.95	-397.6	-50.72
1556.50	-394.7	-50.41
1557.05	-394.0	-50.43
1557.60	-388.4	-49.77
1558.15	-395.5	-50.58
1558.70	-386.8	-49.69
1559.25	-393.1	-50.46
1559.80	-392.8	-50.16
1560.35	-394.6	-50.53
1560.90	-395.4	-50.68
1561.45	-392.2	-50.26
1562.00	-394.9	-50.43
1562.55	-394.8	-50.48
1563.10	-391.4	-50.27
1563.65	-398.7	-51.05
1564.20	-396.0	-50.88
1564.75	-388.9	-49.93
1565.30	-392.7	-50.28
1565.85	-388.5	-49.84
1566.40	-395.1	-50.81
1566.95	-391.4	-50.25
1567.50	-389.3	-50.20
1568.05	-384.1	-49.27
1568.60	-392.3	-50.34
1569.15	-392.9	-50.43
1569.70	-390.1	-50.18
1570.25	-394.1	-50.53
1570.80	-396.3	-50.69
1571.35	-391.9	-50.12
1571.90	-390.2	-49.92
1572.45	-393.5	-50.35
1573.00	-385.1	-49.48
1573.55	-393.5	-50.56
1574.10	-385.6	-49.49
1574.65	-387.8	-49.74
1575.20	-389.6	-49.90
1575.75	-388.3	-49.65
1576.30	-392.4	-50.09
1576.85	-390.3	-50.13
1577.40	-388.9	-49.84
1577.95	-391.3	-50.00
1578.50	-393.0	-50.43
1579.05	-391.5	-50.14
1579.60	-389.6	-49.94
1580.15	-391.2	-50.22
1580.70	-390.6	-50.14
1581.25	-386.2	-49.70
1581.80	-389.5	-49.96
1582.35	-387.8	-49.81
1582.90	-388.9	-49.89
1583.45	-387.9	-49.75
1584.00	-386.2	-49.59
1584.55	-382.4	-49.16
1585.10	-390.6	-50.23
1585.65	-391.0	-50.27
1586.20	-382.5	-49.07
1586.75	-390.2	-49.90
1587.30	-389.2	-49.97
1587.85	-389.3	-49.97
1588.40	-388.3	-49.95
1588.95	-389.4	-49.80
1589.50	-388.3	-49.92
1590.05	-383.6	-49.35
1590.60	-386.4	-49.50
1591.15	-380.3	-48.79
1591.70	-387.6	-49.70
1592.25	-391.8	-50.42
1592.80	-384.3	-49.41
1593.35	-383.5	-49.31
1593.90	-387.7	-49.71
1594.45	-388.6	-49.84
1595.00	-387.6	-49.59
1595.55	-384.9	-49.33
1596.10	-389.0	-49.97
1596.65	-395.0	-50.72
1597.20	-390.4	-50.00
1597.75	-388.8	-49.86
1598.30	-391.3	-50.22
1598.85	-387.6	-49.87
1599.40	-390.5	-50.05
1599.95	-387.1	-49.76
1600.50	-385.5	-49.52
